Sender ID,Operator/Gateway,Description,State,Date
Ramro,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
VyasMun,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
HomesNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Aabha,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SMSService,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SCBar,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Perfect,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDCLamjung,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NWEDC,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SplashNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDCSyangja,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
VLCCNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
AskNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
BikalpaGTBK,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DFOPalpa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ASManpower,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Luxury,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Limitless,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
BPXICollege,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SetoAcademy,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDCDhading,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SyangjaDADO,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
StarBanquet,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
LeadEdu,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ESL,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Vayodha,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
FECON,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
UniVillage,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Reliable,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
PPI,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
IBMSCollege,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
KirtipurMun,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NIMS,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DikshyaIntl,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ShuvamIntl,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
CSCCSL,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
CSITAN,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
AccessEdu,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
FMantra,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NiraulaSewa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
VayuSewa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
CASarokar,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
LGCDPPKR,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DIRGHAYUHOS,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ICHMNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Amargadhi,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
BARAHINET,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Nepclues,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NUIT,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SFEducation,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDCChitwan,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
KMC,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
BrightGroup,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Aawashyak,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Occidental,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Mahacalpa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Pamir,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Sakura,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
WebSoft,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Orchid,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ExNet,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
KIRAN,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Heritage,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
MCCI,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
IconSoft,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Global,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
YUFYD,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
WEBZONESMS,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
IIHTjhapa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
CAMBRIDGE,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDOverseas,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DamakOnline,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
EverestEdu,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NGCLIDamak,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NMCjhapa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
PABSONJhapa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
WEBZONE,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
PEFJhapa,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
PragatiSMS,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
REDMUG,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
TrvlSafeway,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NASAZoneEdu,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SIWAKOTI,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SKYWAYbtm,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DivineHub,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
PacificIT,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SevillaEdu,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
WorldVision,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
CSEilam,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SURYADARSAN,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NCDAMechi,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DRBIntl,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
HimchuliSMS,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DPES,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NASHO,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NewVision,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Explore,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
ITSNepal,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DEEPSHIKHA,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NETCOMP,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
DDCKaski,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
LGThyrocare,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NepalWomen,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
NAST,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
GleeAcademy,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
Linkage,Default [ AXIATA ],Approved,None,2016-09-12 12:04:14
SkyBridge,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
MWICHM,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Naomi,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Tundicons,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
NijamatiUs,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
GraceAuto,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
EmeraldEdu,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
NCFT,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Dhansar,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Alert,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Notice,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
CGEBSchool,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Kathford,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Premium,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
RPPN,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
FCL,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Yahachha,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
DDCGulmi,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Trinity,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
ECDRC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
PRCSL,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
AnandOvrses,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
DDCDoti,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
DDCPalpa,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
DDCdadeldhu,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
PPLS,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Newpunagiri,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
GMS,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
RBComm,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
ICCTTC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
TKhanepani,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
SmartSamaj,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
ITCTECH,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
KumariJob,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
AccedeEdu,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
SphereInst,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
SumeruACAS,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
MCVTC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Axiscollege,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
NewBaraha,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
VSC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Presidency,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
KS,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Mahendra,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
GoldenFES,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
JciBirata,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
ASIApacific,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Cuidado,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Ambikshwari,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
HOPEENG,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
VisitBazar,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
CITWRC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
IOEWRC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
CANKaski,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
ILIRC,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
PPLAChit,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Sunshine,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
BMPInfology,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
LNMPCL,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
MAHAKAVI,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
YarshaTech,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
CityYatayat,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
AINepal,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
WebSchool,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
LiviTech,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
LifeVision,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
AsNetwork,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
NSN,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
KaKhanepani,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
UrKhanepani,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
BestHost,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Eagles,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
BrightSMS,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Absolute,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
JSPTech,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Pinnacle,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
Vnet,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
SVASchool,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
AtwoZMobile,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
KiviCare,Default [ AXIATA ],Approved,None,2016-09-22 20:23:52
SEGA,Default [ AXIATA ],Approved,None,2016-09-23 15:21:19
RsTech,Default [ AXIATA ],Approved,None,2016-09-23 23:19:35
KiviSnM,Default [ AXIATA ],Approved,None,2016-09-28 11:17:11
DordiKhola,Default [ AXIATA ],Approved,None,2016-09-28 12:01:14
Easylink,Default [ AXIATA ],Approved,None,2016-09-28 17:31:30
AvniSoft,Default [ AXIATA ],Approved,None,2016-09-28 17:36:37
JugalSchool,Default [ AXIATA ],Approved,None,2016-09-29 16:21:16
Newton,Default [ AXIATA ],Approved,None,2016-10-05 16:14:07
ICC,Default [ AXIATA ],Approved,None,2016-10-07 15:19:59
BrainDigit,Default [ AXIATA ],Approved,None,2016-10-07 15:21:05
TCCI,Default [ AXIATA ],Approved,None,2016-10-19 17:36:35
NBA,Default [ AXIATA ],Approved,None,2016-10-20 13:49:00
NUITI,Default [ AXIATA ],Approved,None,2016-10-26 12:01:13
FWLD,Default [ AXIATA ],Approved,None,2016-10-26 12:01:44
USH,Default [ AXIATA ],Approved,None,2016-10-27 13:25:33
FurniWorld,Default [ AXIATA ],Approved,None,2016-11-04 17:10:19
NMCOOP,Default [ AXIATA ],Approved,None,2016-11-11 09:53:22
SigmaSchool,Default [ AXIATA ],Approved,None,2016-11-11 17:41:32
SegaLink,Default [ AXIATA ],Approved,None,2016-11-22 15:15:34
IKhanepani,Default [ AXIATA ],Approved,None,2016-11-22 15:15:48
Aadarsha,Default [ AXIATA ],Approved,None,2016-11-23 21:51:04
SHSS,Default [ AXIATA ],Approved,None,2016-11-30 07:24:46
DDCGorkha,Default [ AXIATA ],Approved,None,2016-11-30 07:25:41
HelloEPS,Default [ AXIATA ],Approved,None,2016-11-30 07:27:45
HotelDragon,Default [ AXIATA ],Approved,Hotel Dragon            ,2016-12-05 14:09:45
Asthashree,Default [ AXIATA ],Approved,Asthashree Saving & Credit Cooperative Ltd.            ,2016-12-05 14:10:17
RamgramMun,Default [ AXIATA ],Requested,SoftLab Inc,2016-12-20 15:25:29
UniGlobe,Default [ AXIATA ],Requested,Soft Lab INc      ,2016-12-20 15:27:00
